timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1705057037177,40,Small,200,OK,TG1 1-1,text,true,,130275,115,1,1,http://192.168.1.53/2.html,22,0,17
1705057037225,34,Small,200,OK,TG1 1-1,text,true,,130275,115,2,2,http://192.168.1.53/2.html,4,0,2
1705057037230,34,Small,200,OK,TG1 1-2,text,true,,130275,115,2,2,http://192.168.1.53/2.html,5,0,1
1705057037333,19,Small,200,OK,TG1 1-1,text,true,,130275,115,2,2,http://192.168.1.53/2.html,4,0,2
1705057037344,23,Small,200,OK,TG1 1-2,text,true,,130275,115,2,2,http://192.168.1.53/2.html,3,0,1
1705057037373,20,Small,200,OK,TG1 1-3,text,true,,130275,115,3,3,http://192.168.1.53/2.html,3,0,2
1705057037447,17,Small,200,OK,TG1 1-1,text,true,,130275,115,3,3,http://192.168.1.53/2.html,3,0,1
1705057037457,22,Small,200,OK,TG1 1-2,text,true,,130275,115,3,3,http://192.168.1.53/2.html,4,0,2
1705057037516,20,Small,200,OK,TG1 1-4,text,true,,130275,115,4,4,http://192.168.1.53/2.html,3,0,1
1705057037543,16,Small,200,OK,TG1 1-3,text,true,,130275,115,4,4,http://192.168.1.53/2.html,3,0,1
1705057037628,19,Small,200,OK,TG1 1-2,text,true,,130275,115,4,4,http://192.168.1.53/2.html,3,0,1
1705057037618,40,Small,200,OK,TG1 1-1,text,true,,130275,115,5,5,http://192.168.1.53/2.html,3,0,1
1705057037659,17,Small,200,OK,TG1 1-5,text,true,,130275,115,5,5,http://192.168.1.53/2.html,3,0,1
1705057037745,27,Small,200,OK,TG1 1-4,text,true,,130275,115,5,5,http://192.168.1.53/2.html,2,0,1
1705057037772,19,Small,200,OK,TG1 1-3,text,true,,130275,115,5,5,http://192.168.1.53/2.html,3,0,2
1705057037802,18,Small,200,OK,TG1 1-6,text,true,,130275,115,6,6,http://192.168.1.53/2.html,2,0,1
1705057037858,21,Small,200,OK,TG1 1-2,text,true,,130275,115,6,6,http://192.168.1.53/2.html,2,0,1
1705057037904,19,Small,200,OK,TG1 1-1,text,true,,130275,115,6,6,http://192.168.1.53/2.html,3,0,2
1705057037944,18,Small,200,OK,TG1 1-5,text,true,,130275,115,7,7,http://192.168.1.53/2.html,3,0,1
1705057037944,33,Small,200,OK,TG1 1-7,text,true,,130275,115,7,7,http://192.168.1.53/2.html,19,0,1
1705057038032,19,Small,200,OK,TG1 1-4,text,true,,130275,115,7,7,http://192.168.1.53/2.html,3,0,1
1705057038058,22,Small,200,OK,TG1 1-3,text,true,,130275,115,7,7,http://192.168.1.53/2.html,3,0,1
1705057038088,15,Small,200,OK,TG1 1-8,text,true,,130275,115,8,8,http://192.168.1.53/2.html,2,0,1
